[2025-10-15 17:31:50] [WARNING ] discord.ext.commands.bot: Privileged message content intent is missing, commands may not work as expected.
[2025-10-15 17:31:50] [INFO    ] discord.client: logging in using static token
[2025-10-15 17:31:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'max_members': 25000000, 'nsfw_level': 0, 'owner_configured_content_level': 0, 'region': 'deprecated', 'default_message_notifications': 1, 'public_updates_channel_id': '1424865163978473635', 'emojis': [], 'application_command_counts': {}, 'inventory_settings': None, 'premium_features': None, 'profile': None, 'stage_instances': [], 'unavailable': False, 'premium_subscription_count': 0, 'safety_alerts_channel_id': None, 'large': False, 'lazy': True, 'id': '1423738702370312318', 'rules_channel_id': '1424865221260087296', 'incidents_data': None, 'splash': None, 'name': 'When Dawn Reaches Dusk', 'explicit_content_filter': 2, 'preferred_locale': 'en-US', 'icon': '44f463507b3a85f4e66c7b50d3fe4469', 'embedded_activities': [], 'discovery_splash': None, 'application_id': None, 'threads': [{'type': 11, 'total_message_sent': 0, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-10-11T14:47:42.456000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-10-11T14:47:42.456000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1425163011907125410', 'owner_id': '1372549650225168436', 'name': 'Let it burn. Luna.', 'message_count': 0, 'member_count': 1, 'last_message_id': '1426582037933981787', 'id': '1426582037933981787', 'guild_id': '1423738702370312318', 'flags': 0, 'applied_tags': ['1425163207517143071']}, {'type': 11, 'total_message_sent': 0, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-10-14T16:58:28.971000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-10-14T16:58:28.971000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1427701846344073316', 'owner_id': '1372549650225168436', 'name': 'meow', 'message_count': 0, 'member_count': 1, 'last_message_id': '1427702112199901315', 'id': '1427702112199901315', 'guild_id': '1423738702370312318', 'flags': 0}], 'latest_onboarding_question_id': None, 'system_channel_id': None, 'moderator_reporting': None, 'home_header': None, 'channels': [{'version': 1759783466715, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1424132448727339028', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1424132508735242322', 'deny': '0', 'allow': '1049600'}], 'name': 'U̴̱̔͜͜ǹ̷̃̒͠i̶̾̂̀͘t̸́̌̉͝y̶͔͗', 'id': '1424859693855281265', 'flags': 0}, {'version': 1759783464488, 'type': 4, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'name': 'B̶̾̀́͘y̶͔͗p̴̩͙̺̎ǎ̴̯̀͠s̴̀̎̇͗s̴̀̎̇͗', 'id': '1424859865226150120', 'flags': 0}, {'version': 1759783520432, 'type': 4, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1424132448727339028', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'name': '̗̩̜ͅD̽̒̎̄̆i̩͗̌̆ͅv͚̭̫ͤ̚i͗n͎̦͊͒̀i͗̈́ͯ̾͊ty', 'id': '1424860099867967670', 'flags': 0}, {'version': 1759783654096, 'type': 4, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'name': '̃ͭ͂͑̆P̐͐́̊͢ȅ̡a̓̏̿͌ͯ҉c͛ͫ̄̒ͤȅ̡', 'id': '1424860660495417405', 'flags': 0}, {'version': 1759783768834, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '0', 'allow': '0'}], 'parent_id': '1424859865226150120', 'name': 'E̺͆̈͋̈́n͎̦͊͒̀t͓̙͔̲͊e͕̬̔͛͌r̯̠ͨ̌̑', 'last_message_id': None, 'id': '1424861110065959055', 'flags': 0, 'bitrate': 64000}, {'version': 1759863374592, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1424132585893920959', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1423738702370312318', 'deny': '3072', 'allow': '0'}], 'parent_id': '1424859693855281265', 'name': '̽̒̂̑͗h͈̫͓ͭ͐à̑̉ͧ̿t͓̙͔͊̒r̯̠ͨ̌̑e͕̬̔͛͌d', 'last_message_id': '1428027356009988187', 'id': '1424863579655503995', 'flags': 0}, {'version': 1759863387055, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1424132585893920959', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1423738702370312318', 'deny': '3072', 'allow': '0'}], 'parent_id': '1424859693855281265', 'name': '̥̘ͭ͠l̏ͦ̀ͯͨo͇̬͎ͦͪv̩̎͂̀́e̒ͦ̇̈҉͙͓̳', 'last_message_id': '1427342738990436546', 'id': '1424863873974140981', 'flags': 0}, {'version': 1759784624683, 'type': 4, 'position': 6, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'name': 'ͭ̆͐̿ͧṠͣ̒҉̨̢ͣ̈͛҉c͛ͫ̄̒ͤoͮ̿̐ͭ̂ủ̷͗̓́r̄̀ge', 'id': '1424864731130368081', 'flags': 0}, {'version': 1759784696034, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1024', 'allow': '0'}], 'parent_id': '1424864731130368081', 'name': '̄̏̓̆̚҉d̄ͯ͗̀͢ủ̷͗̓́s͑̎̊ͦ̕kͬ̋', 'last_message_id': None, 'id': '1424865030704201748', 'flags': 0}, {'version': 1759784708140, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1024', 'allow': '0'}], 'parent_id': '1424864731130368081', 'name': '̄̏̓̆̚҉d̄ͯ͢a̓̏̿͌ͯ҉w̌ͥ̄͗̅n̈͗ͭ́͟', 'last_message_id': None, 'id': '1424865081287507968', 'flags': 0}, {'version': 1759784727809, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1024', 'allow': '0'}], 'parent_id': '1424864731130368081', 'name': 'ͭ̆͐̿ͧṡͣ̒҉̨̢ͭ̄ͥoͮ̿̐ͭ̂l̴͑͛̍̀', 'last_message_id': '1424869606106857586', 'id': '1424865163978473635', 'flags': 0}, {'version': 1759784741470, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1024', 'allow': '0'}], 'parent_id': '1424864731130368081', 'name': 'ͯ́̊̉̈́l̓͗̀̕ủ̷͗̓́n̈͗ͭ́͟a̓̏̿͌ͯ', 'last_message_id': None, 'id': '1424865221260087296', 'flags': 0}, {'version': 1759784786351, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'parent_id': '1424860660495417405', 'name': '̵̍̾̕͜mͪ͆ͧ́ͯa̓̏̿͌ͯr̄̀̂͌ͨa̓̏̿͌ͯ', 'last_message_id': None, 'id': '1424865409521160234', 'flags': 0, 'bitrate': 64000}, {'version': 1759855815148, 'type': 15, 'topic': None, 'template': '', 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1425162665025605683', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1423738702370312318', 'deny': '1024', 'allow': '0'}], 'parent_id': '1424860099867967670', 'name': 'b̶̾̀́͘u̷̔́̃̄i̶̾̂̀͘l̶̬̞̉͆d̶̓̎̽́', 'last_message_id': '1426582037933981787', 'id': '1425163011907125410', 'flags': 0, 'default_tag_setting': 'match_some', 'available_tags': [{'name': 'Flame', 'moderated': False, 'id': '1425163207517143071', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Thunder', 'moderated': False, 'id': '1425163226420609024', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Attunementless', 'moderated': False, 'id': '1425163244011520151', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Gale', 'moderated': False, 'id': '1425163253130072114', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Frost', 'moderated': False, 'id': '1425163277071159356', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Blood', 'moderated': False, 'id': '1425163289020596285', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Ironsing', 'moderated': False, 'id': '1425163301196796015', 'emoji_name': None, 'emoji_id': None, 'color': None}, {'name': 'Shadow', 'moderated': False, 'id': '1425163325888528437', 'emoji_name': None, 'emoji_id': None, 'color': None}]}, {'version': 1760457088981, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'name': 'hi', 'last_message_id': '1428028383329255525', 'id': '1427685251135569950', 'flags': 0}, {'version': 1760461045591, 'type': 15, 'topic': None, 'template': '', 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1424132448727339028', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1423738702370312318', 'deny': '1049600', 'allow': '0'}], 'parent_id': '1424860099867967670', 'name': 'hair-ids', 'last_message_id': '1427702112199901315', 'id': '1427701846344073316', 'flags': 0, 'default_tag_setting': 'match_some', 'available_tags': []}], 'description': None, 'features': ['NEWS', 'COMMUNITY'], 'nsfw': False, 'afk_channel_id': None, 'joined_at': '2025-10-14T15:51:19.368000+00:00', 'vanity_url_code': None, 'voice_states': [], 'guild_scheduled_events': [], 'roles': [{'version': 1759785785276, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2222085186637377', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1423738702370312318', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1759855678674, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '8', 'name': 'Head deputy', 'mentionable': False, 'managed': False, 'id': '1424132448727339028', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 131586}, 'color': 131586}, {'version': 1759855678664, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '0', 'name': 'Access', 'mentionable': False, 'managed': False, 'id': '1424132508735242322', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 197379}, 'color': 197379}, {'version': 1759855678661, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'Access-Guild', 'mentionable': False, 'managed': False, 'id': '1424132585893920959', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 131586}, 'color': 131586}, {'version': 1759855678669, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '8', 'name': 'Deputy', 'mentionable': False, 'managed': False, 'id': '1424861302823714868', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 328965}, 'color': 328965}, {'version': 1759855678863, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Builds', 'mentionable': False, 'managed': False, 'id': '1425162665025605683', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 197379}, 'color': 197379}, {'version': 1760457079345, 'unicode_emoji': None, 'tags': {'bot_id': '1427678602190786600'}, 'position': 1, 'permissions': '51539995712', 'name': 'DawnDusk', 'mentionable': False, 'managed': True, 'id': '1427685210383978611', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'stickers': [], 'member_count': 3, 'banner': None, 'activity_instances': [], 'soundboard_sounds': [], 'hub_type': None, 'system_channel_flags': 0, 'verification_level': 1, 'owner_id': '1372549650225168436', 'presences': [], 'mfa_level': 0, 'version': 1760027621654, 'max_video_channel_users': 25, 'premium_tier': 0, 'max_stage_video_channel_users': 50, 'afk_timeout': 300, 'members': [{'user': {'username': 'DawnDusk', 'public_flags': 0, 'primary_guild': None, 'id': '1427678602190786600', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '9041', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a940bc538aca406e488f33eb34ef6d03'}, 'roles': ['1427685210383978611', '1424132448727339028'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-14T15:51:19.368000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'premium_progress_bar_enabled': False}}
[2025-10-15 17:31:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-15 17:31:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '9bc60f8474ecf4a74b52addc8641c4db', 'members': [{'user': {'username': 'terrascourge', 'public_flags': 0, 'primary_guild': {'tag': 'DEEP', 'identity_guild_id': '920707638034067486', 'identity_enabled': True, 'badge': '5f9b68b3a90cc7a0cfbfac1ed570e4cc'}, 'id': '1326234864613068813', 'global_name': 'Onyx', 'display_name_styles': None, 'display_name': 'Onyx', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b8d8bb17135abc09cd70f1666112e946'}, 'roles': ['1424132448727339028'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-14T15:50:54.786000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'lunaciaaaaa', 'public_flags': 0, 'primary_guild': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'id': '1372549650225168436', 'global_name': 'Luna', 'display_name_styles': None, 'display_name': 'Luna', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1212570343567261736', 'expires_at': None, 'asset': 'a_3e1fc3c7ee2e34e8176f4737427e8f4f'}, 'avatar': 'dd35cc8e90bc6b975b96366105599d25'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-03T18:29:18.681000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'DawnDusk', 'public_flags': 0, 'primary_guild': None, 'id': '1427678602190786600', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '9041', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a940bc538aca406e488f33eb34ef6d03'}, 'roles': ['1427685210383978611', '1424132448727339028'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-14T15:51:19.368000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1423738702370312318', 'chunk_index': 0, 'chunk_count': 1}}
[2025-10-15 17:31:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-15 17:31:51] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1423738702370312318.
[2025-10-15 17:31:53] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-10-15 17:31:53] [DEBUG   ] discord.client: Dispatching event ready
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1427678602190786600/commands with [{"name":"add_ally","description":"Exclusive for Luna","type":1,"options":[{"type":3,"name":"entry","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"remove_ally","description":"Exclusive for Luna","type":1,"options":[{"type":3,"name":"entry","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"show_ally","description":"Shows When Dawn Reaches Dusk Allies","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"add_enemies","description":"Exclusive for Luna","type":1,"options":[{"type":3,"name":"entry","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"remove_enemies","description":"Exclusive for Luna","type":1,"options":[{"type":3,"name":"entry","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"show_enemies","description":"Shows When Dawn Reaches Dusk Enemies","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null}] has returned 200
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PUT /applications/{application_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1427678602190786600/commands has received [{'id': '1428042710098509868', 'application_id': '1427678602190786600', 'version': '1428042710098509874', 'default_member_permissions': None, 'type': 1, 'name': 'add_ally', 'name_localizations': None, 'description': 'Exclusive for Luna', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'entry', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1428042710098509869', 'application_id': '1427678602190786600', 'version': '1428042710098509875', 'default_member_permissions': None, 'type': 1, 'name': 'remove_ally', 'name_localizations': None, 'description': 'Exclusive for Luna', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'entry', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1428042710098509870', 'application_id': '1427678602190786600', 'version': '1428042710429991033', 'default_member_permissions': None, 'type': 1, 'name': 'show_ally', 'name_localizations': None, 'description': 'Shows When Dawn Reaches Dusk Allies', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1428042710098509871', 'application_id': '1427678602190786600', 'version': '1428042710429991034', 'default_member_permissions': None, 'type': 1, 'name': 'add_enemies', 'name_localizations': None, 'description': 'Exclusive for Luna', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'entry', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1428042710098509872', 'application_id': '1427678602190786600', 'version': '1428042710429991035', 'default_member_permissions': None, 'type': 1, 'name': 'remove_enemies', 'name_localizations': None, 'description': 'Exclusive for Luna', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'entry', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1428042710098509873', 'application_id': '1427678602190786600', 'version': '1428042710429991036', 'default_member_permissions': None, 'type': 1, 'name': 'show_enemies', 'name_localizations': None, 'description': 'Shows When Dawn Reaches Dusk Enemies', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}]
[2025-10-15 17:31:54] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1427685251135569950/messages/1428028383329255525 with None has returned 200
[2025-10-15 17:31:54] [DEBUG   ] discord.http: GET /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (479c05630b7b353bb5c63f707eeef2ee).
